Age,Gender,MaritalStatus,GSS_Office_Branch,GSS_Job_Role,Monthly_Base_Salary_PHP,Hourly_Base_Rate_PHP,PSA_Core_Inflation_Percent,NCR_Statutory_Wage_Floor_PHP,OverTime,JobInvolvement,StandardHours,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Attrition
39,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,3,4,1,2,12,1,0,0,true
36,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,4,2,3,7,1,0,0,false
40,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,72000.0,413.79,4.4,780.0,false,1,80,1,3,3,3,20,1,0,0,false
45,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,1,4,3,5,1,1,0,true
37,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,2,80,3,4,4,3,9,1,0,0,false
40,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,75000.0,431.03,4.4,780.0,false,2,80,2,1,2,2,11,1,0,0,false
40,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),GSS Operations Director (Head),150000.0,862.07,4.4,780.0,true,4,80,2,2,4,2,22,1,0,0,true
38,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,4,2,3,3,19,1,0,0,false
43,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,2,80,4,3,3,3,18,1,0,0,false
37,Female,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,2,80,4,4,3,3,8,1,0,0,false
38,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,75000.0,431.03,4.4,780.0,false,3,80,2,4,3,3,10,1,0,0,false
44,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,1,3,2,11,1,0,0,false
36,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,2,1,3,15,1,0,0,false
47,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,3,80,2,3,4,1,4,1,0,0,false
31,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,3,1,1,3,10,1,0,0,true
26,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,2,80,4,3,3,2,5,2,2,0,false
50,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,4,3,4,3,16,2,2,2,false
31,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,1,80,3,2,3,3,4,2,2,2,true
25,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,2,80,3,1,4,3,6,2,2,2,false
30,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,3,4,2,4,4,2,2,2,false
48,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,4,80,2,2,4,3,12,2,2,2,false
24,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,1,1,3,4,2,2,2,true
60,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,1,4,3,10,2,2,2,false
43,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,2,80,4,4,3,3,7,2,2,2,false
53,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,false,3,80,4,1,3,3,28,2,0,2,false
26,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,1,80,1,2,4,3,7,2,2,2,true
48,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,3,1,3,15,2,2,2,false
30,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,4,3,2,4,2,1,2,false
33,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,1,4,1,8,2,2,2,false
35,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,1,80,4,1,4,2,7,2,2,2,true
41,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,90000.0,517.24,4.4,780.0,true,3,80,3,4,4,3,21,2,0,0,false
36,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,true,2,80,1,2,2,3,16,2,2,2,true
34,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,1,80,4,4,1,3,6,2,2,2,false
46,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,2,80,2,2,3,3,6,2,2,2,false
39,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,3,4,3,7,2,1,2,false
32,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,true,2,80,2,3,3,2,7,2,2,2,true
28,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,3,4,4,3,6,2,0,2,true
53,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,72000.0,413.79,4.4,780.0,true,3,80,1,1,2,2,15,2,2,2,true
24,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,1,1,2,4,3,2,0,false
32,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,3,1,3,4,3,2,2,false
29,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,4,4,3,10,3,2,0,false
34,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,3,1,3,6,3,2,1,false
46,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,true,2,80,4,3,3,3,15,3,2,1,false
31,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,2,3,1,9,3,1,1,true
37,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,3,4,3,2,17,3,0,1,false
25,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,4,80,2,4,3,3,4,3,2,1,false
34,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,3,2,3,6,3,2,1,false
33,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,1,3,3,6,3,2,0,true
33,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,3,80,2,4,3,3,4,3,2,0,false
34,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,true,3,80,1,3,4,3,4,3,2,0,false
32,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,true,3,80,2,3,1,2,4,3,2,1,false
25,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,4,80,3,1,2,2,6,3,2,1,false
30,Female,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,4,2,3,8,3,2,0,false
36,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,2,80,1,3,1,2,11,3,2,0,false
38,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,3,80,2,2,2,4,8,3,2,1,false
31,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,72000.0,413.79,4.4,780.0,false,3,80,1,1,4,3,9,3,2,2,false
39,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,1,80,3,1,3,3,10,3,2,1,false
50,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,72000.0,413.79,4.4,780.0,true,2,80,1,4,2,3,20,3,2,2,true
44,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,true,3,80,1,2,3,2,9,4,3,1,false
59,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,2,80,3,1,4,2,20,4,3,1,false
40,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,1,80,4,2,3,2,6,4,3,0,false
29,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,4,1,2,4,4,3,0,false
32,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,4,80,3,4,4,3,6,4,2,1,true
50,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,3,2,1,3,18,4,3,1,true
26,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,2,80,1,4,3,2,6,4,3,1,true
27,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,3,2,3,5,4,2,1,false
28,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,1,2,3,4,4,2,0,false
43,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,1,80,3,1,2,2,7,4,3,1,true
30,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,3,3,3,8,4,3,0,false
25,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,3,2,3,5,4,3,1,false
35,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,3,4,3,2,5,4,2,3,true
51,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,75000.0,431.03,4.4,780.0,false,3,80,2,2,2,3,14,4,2,3,false
32,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,4,3,2,7,4,3,0,false
33,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,4,1,3,5,4,3,0,false
28,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,3,4,3,5,4,2,1,false
30,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,75000.0,431.03,4.4,780.0,false,3,80,2,3,2,3,9,4,2,1,false
32,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,1,80,3,4,3,1,10,4,3,0,false
36,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,2,80,2,3,3,1,12,4,2,1,false
34,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,2,80,4,4,3,2,9,4,2,0,false
33,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,4,80,1,3,1,3,10,5,3,1,false
28,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,2,2,4,5,5,4,0,false
37,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,4,3,1,3,12,5,3,1,false
45,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,true,3,80,1,3,1,4,9,5,4,0,false
37,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,3,2,4,7,5,4,0,false
27,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,3,4,1,3,5,5,4,0,false
27,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,true,3,80,2,3,4,3,6,5,4,1,false
34,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,4,80,4,1,2,2,9,5,2,0,true
24,Female,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,3,4,4,4,5,5,2,0,false
40,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,3,80,2,4,3,3,8,5,4,1,false
25,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,2,80,4,2,2,3,5,5,4,1,false
30,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,2,2,3,6,5,4,4,false
35,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,1,4,3,5,5,4,0,false
26,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,3,80,2,1,4,4,6,5,3,1,false
33,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,3,4,3,6,5,0,1,false
47,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,4,80,3,2,4,3,8,5,4,1,true
32,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,2,3,2,8,5,2,0,false
53,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,true,2,80,4,1,4,3,35,5,2,0,false
45,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,72000.0,413.79,4.4,780.0,true,3,80,1,4,3,3,18,5,4,0,false
25,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,true,3,80,1,3,4,3,5,5,3,0,false
25,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,2,80,1,3,1,4,5,5,2,0,false
42,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,2,80,3,3,1,3,10,5,4,0,false
35,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,3,2,3,5,5,2,1,false
38,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,4,3,2,3,6,5,3,1,false
35,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,4,4,3,5,5,2,0,false
33,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,true,3,80,1,1,1,3,6,5,2,0,true
40,Female,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,2,80,2,2,2,4,7,5,1,1,false
40,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,75000.0,431.03,4.4,780.0,true,2,80,2,4,3,3,9,5,4,1,true
28,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,2,80,1,3,3,3,5,5,3,0,false
39,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,2,80,4,1,4,4,8,5,4,1,false
33,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,2,1,4,8,5,4,1,false
36,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,true,3,80,2,1,4,3,15,5,4,0,false
24,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,3,4,3,3,5,5,4,0,false
28,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,4,4,3,6,5,4,1,false
29,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,3,80,2,1,1,1,7,5,3,0,true
47,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,3,3,3,2,11,5,4,1,false
40,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,4,3,3,5,5,4,1,false
31,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,4,4,3,10,5,2,0,false
29,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,2,80,3,3,3,3,8,5,2,1,false
31,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,1,3,3,6,5,2,0,false
49,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,4,3,4,8,5,1,0,false
37,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,2,80,2,2,1,3,5,5,2,0,false
26,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,3,1,3,5,5,3,1,false
34,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,90000.0,517.24,4.4,780.0,true,3,80,4,3,4,3,9,5,3,1,false
41,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,3,80,2,3,3,3,14,5,4,1,false
31,Female,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,4,3,4,3,8,5,2,1,false
35,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,2,4,1,6,5,3,0,false
25,Female,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,3,1,2,2,6,5,3,0,false
41,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,2,80,2,3,3,3,14,5,4,0,false
45,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,4,3,3,8,5,3,0,false
41,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,4,2,1,1,8,6,4,0,true
25,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,2,80,3,3,4,3,6,6,4,0,true
30,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,2,80,1,3,3,2,9,6,3,0,true
54,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,4,4,3,16,6,2,0,false
40,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,2,80,3,3,1,3,8,6,4,1,true
31,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,4,2,3,4,10,6,5,0,false
29,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,2,1,2,6,6,0,1,false
27,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,4,80,4,4,2,3,6,6,5,0,false
25,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,3,2,2,6,6,5,1,false
34,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,4,3,3,6,6,5,1,false
34,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,2,1,2,6,6,5,1,false
42,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,2,4,4,9,6,4,1,false
59,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,2,80,4,3,4,3,13,6,1,0,false
27,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,1,80,4,4,2,3,8,6,2,0,false
27,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,2,80,4,4,4,3,6,6,2,4,false
33,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,4,3,3,6,6,2,0,false
33,Female,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,4,3,3,3,7,6,5,1,false
37,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,1,80,4,3,3,2,6,6,3,1,false
50,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,2,4,3,12,6,3,0,true
36,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,2,80,4,2,1,2,8,6,3,0,false
33,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,3,80,2,3,1,4,8,7,7,0,false
